Accession,Submitters,Release_Date,Pangolin,Species,Molecule_type,Length,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date
MT304485.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1.356,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: NH,NH,Homo sapiens,oronasopharynx,2020-03-02
MT304486.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: NY,NY,Homo sapiens,oronasopharynx,2020-03-02
MT304487.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.40,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: OR,OR,Homo sapiens,oronasopharynx,2020-03-01
MT304488.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: RI,RI,Homo sapiens,oronasopharynx,2020-03-01
MT304489.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: TX,TX,Homo sapiens,oronasopharynx,2020-02-29
MT304490.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: TX,TX,Homo sapiens,oronasopharynx,2020-03-01
MT304491.1,"Queen,K., Li,Y., Tao,Y., Zhang,J., Uehara,A., Paden,C.R., Wang,H., Marine,R., Keckler,M.S., Laufer Halpin,A.S., Padilla,J., Lee,J., Elkins,C.A., Tong,S.",2020-04-07T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: TX,TX,Homo sapiens,,2020-03-01
MT293156.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29844,complete,USA: IL,IL,Homo sapiens,,2020-03-13
MT293158.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29748,complete,USA: WA,WA,Homo sapiens,,2020-03-16
MT293159.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29890,complete,USA: WA,WA,Homo sapiens,,2020-03-16
MT293160.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: WA,WA,Homo sapiens,,2020-03-16
MT293161.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29873,complete,USA: WA,WA,Homo sapiens,,2020-03-16
MT293162.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA: WA,WA,Homo sapiens,,2020-03-16
MT293163.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29596,complete,USA,,Homo sapiens,,2020-03
MT293164.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29772,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293165.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29839,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293166.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293167.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29796,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293168.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29694,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293169.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29790,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293170.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29798,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293171.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29848,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293172.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293173.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29820,complete,USA,,Homo sapiens,,2020-03-16
MT293174.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29672,complete,USA,,Homo sapiens,,2020-03-16
MT293175.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29776,complete,USA,,Homo sapiens,,2020-03-16
MT293176.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293177.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA,,Homo sapiens,,2020-03-16
MT293178.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA,,Homo sapiens,,2020-03-17
MT293179.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29877,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293180.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29554,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293181.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293182.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.450,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293183.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293184.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29756,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293185.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29640,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293186.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293187.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293188.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29778,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293189.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29863,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293190.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29829,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293191.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29711,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293192.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29868,complete,USA: WA,WA,Homo sapiens,,2020-03-17
MT293194.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29653,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293195.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293196.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29888,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293197.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29619,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293198.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29881,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293199.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29671,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293200.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29852,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293201.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29846,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293202.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29874,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293204.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29896,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293205.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29833,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293206.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29668,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293207.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29866,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293208.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29884,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293209.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29842,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293210.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29871,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293211.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29864,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293212.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29883,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293213.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29887,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293215.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29855,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293216.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29859,complete,USA: WA,WA,Homo sapiens,,2020-03-19
MT293218.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29870,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293219.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29885,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293220.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.595,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29869,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293222.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29842,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293224.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,B.1.371,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29847,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT293225.1,"Roychoudhury,P., Greninger,A., Jerome,K.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29865,complete,USA: WA,WA,Homo sapiens,,2020-03-18
MT295464.1,"Elbadry,M.A., Subramaniam,K., Waltzek,T.B., Stephenson,C.J., Gibson,J.C., Alam,M., Morris,J.G. Jr., Lednicky,J.A.",2020-04-06T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29892,complete,USA,,Homo sapiens,,2020-03-10
MT295465.1,"Elbadry,M.A., Subramaniam,K., Waltzek,T.B., Gibson,J.C., Stephenson,C.J., Morris,J.G. Jr., Lednicky,J.A.",2020-04-06T00:00:00Z,A,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29893,complete,USA,,Homo sapiens,,2020-03-27
MT276323.1,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: RI,RI,Homo sapiens,oronasopharynx,2020-02-28
MT276324.1,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: CA,CA,Homo sapiens,oronasopharynx,2020-02-26
MT276325.2,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.41,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,oronasopharynx,2020-02-27
MT276326.2,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.1.1.61,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-02-29
MT276327.1,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.1.1.61,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: GA,GA,Homo sapiens,oronasopharynx,2020-02-29
MT276328.2,"Tao,Y., Zhang,J., Queen,K., Uehara,A., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.40,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: OR,OR,Homo sapiens,oronasopharynx,2020-02-27
MT276329.1,"Uehara,A., Tao,Y., Zhang,J., Queen,K., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,B.1.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: FL,FL,Homo sapiens,oronasopharynx,2020-02-28
MT276330.2,"Uehara,A., Tao,Y., Zhang,J., Queen,K., Paden,C.R., Li,Y., Wang,H., Padilla,J., Lee,J., Tong,S.",2020-04-03T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: FL,FL,Homo sapiens,oronasopharynx,2020-02-28
MT262896.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262897.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262898.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262899.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262900.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262901.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262902.1,"Zhang,J., Tao,Y., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262903.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262904.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262905.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262906.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262907.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262908.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262909.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262910.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262911.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
MT262912.1,"Tao,Y., Zhang,J., Paden,C.R., Queen,K., Uehara,A., Li,Y., Wang,H., Jacobs,J., Russell,D., Hiatt,B., Gant,J., Tong,S.",2020-03-31T00:00:00Z,A.1,Severe acute respiratory syndrome-related coronavirus,ssRNA(+),29882,complete,USA: WA,WA,Homo sapiens,,2020-03-13
